customer_id,total_spend,avg_order_value,total_orders,promo_ratio,avg_review_rating,previous_purchases,subscription_status,shipping_type,season,customer_segment,loyalty_score,satisfaction_flag
749,39,39.0,1,1.0,3.9,8,1,Free Shipping,Fall,Discount Driven,4.38,Satisfied
750,71,71.0,1,1.0,3.7,11,1,Standard,Winter,Discount Driven,5.540000000000001,Satisfied
751,95,95.0,1,1.0,3.4,5,1,Free Shipping,Fall,Discount Driven,3.08,Unsatisfied
752,72,72.0,1,1.0,4.8,1,1,Free Shipping,Fall,Discount Driven,1.76,Satisfied
753,85,85.0,1,1.0,4.2,17,1,2-Day Shipping,Fall,Discount Driven,8.040000000000001,Satisfied
754,54,54.0,1,1.0,3.4,27,1,Store Pickup,Fall,Discount Driven,11.88,Unsatisfied
755,41,41.0,1,1.0,2.9,3,1,Store Pickup,Spring,Discount Driven,2.18,Unsatisfied
756,24,24.0,1,1.0,3.3,22,1,Free Shipping,Spring,Discount Driven,9.860000000000001,Unsatisfied
757,99,99.0,1,1.0,4.8,24,1,Standard,Summer,Discount Driven,10.96,Satisfied
758,32,32.0,1,1.0,3.8,18,1,Store Pickup,Fall,Discount Driven,8.360000000000001,Satisfied
759,71,71.0,1,1.0,4.6,39,1,2-Day Shipping,Summer,Discount Driven,16.92,Satisfied
760,49,49.0,1,1.0,2.6,25,1,Next Day Air,Winter,Discount Driven,10.92,Unsatisfied
761,50,50.0,1,1.0,3.4,6,1,Free Shipping,Fall,Discount Driven,3.4800000000000004,Unsatisfied
762,91,91.0,1,1.0,4.2,26,1,Express,Fall,Discount Driven,11.64,Satisfied
763,46,46.0,1,1.0,3.9,43,1,Standard,Fall,Discount Driven,18.38,Satisfied
764,50,50.0,1,1.0,2.9,6,1,2-Day Shipping,Spring,Discount Driven,3.3800000000000003,Unsatisfied
765,39,39.0,1,1.0,4.2,6,1,Free Shipping,Fall,Discount Driven,3.6400000000000006,Satisfied
766,99,99.0,1,1.0,3.0,13,1,Store Pickup,Summer,Discount Driven,6.200000000000001,Unsatisfied
767,48,48.0,1,1.0,3.6,13,1,Next Day Air,Winter,Discount Driven,6.32,Satisfied
768,77,77.0,1,1.0,2.5,11,1,Next Day Air,Fall,Discount Driven,5.300000000000001,Unsatisfied
769,95,95.0,1,1.0,2.6,45,1,Express,Spring,Discount Driven,18.919999999999998,Unsatisfied
770,100,100.0,1,1.0,4.3,8,1,Store Pickup,Spring,Discount Driven,4.46,Satisfied
771,54,54.0,1,1.0,3.3,8,1,Express,Spring,Discount Driven,4.26,Unsatisfied
772,68,68.0,1,1.0,2.6,34,1,Next Day Air,Fall,Discount Driven,14.520000000000001,Unsatisfied
773,22,22.0,1,1.0,3.6,40,1,Free Shipping,Fall,Discount Driven,17.119999999999997,Satisfied
774,84,84.0,1,1.0,2.6,14,1,Express,Winter,Discount Driven,6.520000000000001,Unsatisfied
775,46,46.0,1,1.0,3.5,11,1,Standard,Summer,Discount Driven,5.500000000000001,Satisfied
776,53,53.0,1,1.0,3.0,8,1,Store Pickup,Winter,Discount Driven,4.2,Unsatisfied
777,60,60.0,1,1.0,5.0,8,1,Standard,Spring,Discount Driven,4.6,Satisfied
778,32,32.0,1,1.0,2.5,37,1,Express,Spring,Discount Driven,15.700000000000001,Unsatisfied
779,50,50.0,1,1.0,2.9,23,1,Store Pickup,Summer,Discount Driven,10.180000000000001,Unsatisfied
780,94,94.0,1,1.0,4.6,38,1,Express,Spring,Discount Driven,16.520000000000003,Satisfied
781,26,26.0,1,1.0,3.6,38,1,Free Shipping,Spring,Discount Driven,16.32,Satisfied
782,44,44.0,1,1.0,3.0,12,1,Store Pickup,Winter,Discount Driven,5.800000000000001,Unsatisfied
783,57,57.0,1,1.0,4.5,15,1,Standard,Summer,Discount Driven,7.300000000000001,Satisfied
784,65,65.0,1,1.0,4.5,38,1,Next Day Air,Winter,Discount Driven,16.5,Satisfied
785,72,72.0,1,1.0,3.2,41,1,Store Pickup,Winter,Discount Driven,17.44,Unsatisfied
786,62,62.0,1,1.0,4.0,37,1,Next Day Air,Spring,Discount Driven,16.0,Satisfied
787,21,21.0,1,1.0,4.8,16,1,Express,Winter,Discount Driven,7.760000000000001,Satisfied
788,85,85.0,1,1.0,3.7,25,1,Free Shipping,Spring,Discount Driven,11.14,Satisfied
789,51,51.0,1,1.0,3.8,18,1,Store Pickup,Summer,Discount Driven,8.360000000000001,Satisfied
790,84,84.0,1,1.0,2.7,4,1,Standard,Fall,Discount Driven,2.54,Unsatisfied
791,37,37.0,1,1.0,4.9,12,1,Store Pickup,Summer,Discount Driven,6.1800000000000015,Satisfied
792,44,44.0,1,1.0,3.1,35,1,2-Day Shipping,Summer,Discount Driven,15.02,Unsatisfied
793,45,45.0,1,1.0,4.2,45,1,Next Day Air,Spring,Discount Driven,19.24,Satisfied
794,35,35.0,1,1.0,3.8,16,1,Free Shipping,Summer,Discount Driven,7.5600000000000005,Satisfied
795,50,50.0,1,1.0,4.2,10,1,Store Pickup,Winter,Discount Driven,5.24,Satisfied
796,26,26.0,1,1.0,4.6,34,1,Store Pickup,Summer,Discount Driven,14.920000000000002,Satisfied
797,78,78.0,1,1.0,4.0,43,1,2-Day Shipping,Fall,Discount Driven,18.4,Satisfied
798,82,82.0,1,1.0,4.0,38,1,2-Day Shipping,Fall,Discount Driven,16.400000000000002,Satisfied
799,39,39.0,1,1.0,3.8,48,1,2-Day Shipping,Spring,Discount Driven,20.360000000000003,Satisfied
800,55,55.0,1,1.0,,31,1,Free Shipping,Summer,Discount Driven,,Unsatisfied
801,20,20.0,1,1.0,2.6,20,1,Free Shipping,Summer,Discount Driven,8.92,Unsatisfied
802,29,29.0,1,1.0,4.9,12,1,Express,Fall,Discount Driven,6.1800000000000015,Satisfied
803,41,41.0,1,1.0,3.5,2,1,Next Day Air,Winter,Discount Driven,1.9000000000000004,Satisfied
804,38,38.0,1,1.0,2.8,30,1,Express,Winter,Discount Driven,12.96,Unsatisfied
805,47,47.0,1,1.0,2.6,28,1,Store Pickup,Summer,Discount Driven,12.120000000000001,Unsatisfied
806,30,30.0,1,1.0,3.7,40,1,Next Day Air,Summer,Discount Driven,17.139999999999997,Satisfied
807,56,56.0,1,1.0,2.7,46,1,Standard,Summer,Discount Driven,19.34,Unsatisfied
808,89,89.0,1,1.0,3.3,15,1,Express,Winter,Discount Driven,7.0600000000000005,Unsatisfied
809,96,96.0,1,1.0,4.6,38,1,Next Day Air,Fall,Discount Driven,16.520000000000003,Satisfied
810,81,81.0,1,1.0,4.9,30,1,Next Day Air,Fall,Discount Driven,13.38,Satisfied
811,83,83.0,1,1.0,4.9,32,1,Store Pickup,Fall,Discount Driven,14.180000000000001,Satisfied
812,35,35.0,1,1.0,2.7,36,1,Free Shipping,Winter,Discount Driven,15.34,Unsatisfied
813,56,56.0,1,1.0,3.2,32,1,Standard,Summer,Discount Driven,13.840000000000002,Unsatisfied
814,45,45.0,1,1.0,2.9,14,1,Store Pickup,Summer,Discount Driven,6.580000000000001,Unsatisfied
815,62,62.0,1,1.0,3.8,8,1,Express,Winter,Discount Driven,4.36,Satisfied
816,84,84.0,1,1.0,3.0,27,1,Next Day Air,Spring,Discount Driven,11.8,Unsatisfied
817,24,24.0,1,1.0,3.9,24,1,Store Pickup,Summer,Discount Driven,10.780000000000001,Satisfied
818,21,21.0,1,1.0,4.7,30,1,Store Pickup,Spring,Discount Driven,13.34,Satisfied
819,91,91.0,1,1.0,4.9,34,1,Store Pickup,Winter,Discount Driven,14.980000000000002,Satisfied
820,36,36.0,1,1.0,4.8,28,1,Next Day Air,Winter,Discount Driven,12.560000000000002,Satisfied
821,39,39.0,1,1.0,2.5,27,1,2-Day Shipping,Spring,Discount Driven,11.700000000000001,Unsatisfied
822,39,39.0,1,1.0,3.9,31,1,Standard,Spring,Discount Driven,13.58,Satisfied
823,59,59.0,1,1.0,3.4,23,1,Standard,Winter,Discount Driven,10.280000000000001,Unsatisfied
824,27,27.0,1,1.0,2.5,11,1,Free Shipping,Winter,Discount Driven,5.300000000000001,Unsatisfied
825,94,94.0,1,1.0,3.0,48,1,Store Pickup,Spring,Discount Driven,20.200000000000003,Unsatisfied
826,94,94.0,1,1.0,3.6,17,1,Next Day Air,Fall,Discount Driven,7.920000000000001,Satisfied
827,94,94.0,1,1.0,3.6,36,1,Standard,Winter,Discount Driven,15.520000000000001,Satisfied
828,51,51.0,1,1.0,4.1,33,1,Free Shipping,Fall,Discount Driven,14.420000000000002,Satisfied
829,62,62.0,1,1.0,3.7,27,1,2-Day Shipping,Fall,Discount Driven,11.940000000000001,Satisfied
830,57,57.0,1,1.0,,14,1,2-Day Shipping,Spring,Discount Driven,,Unsatisfied
831,76,76.0,1,1.0,4.2,5,1,Express,Fall,Discount Driven,3.24,Satisfied
832,63,63.0,1,1.0,4.3,47,1,Express,Summer,Discount Driven,20.06,Satisfied
833,80,80.0,1,1.0,2.5,28,1,Express,Fall,Discount Driven,12.100000000000001,Unsatisfied
834,68,68.0,1,1.0,3.5,11,1,Standard,Fall,Discount Driven,5.500000000000001,Satisfied
835,89,89.0,1,1.0,3.1,18,1,Free Shipping,Summer,Discount Driven,8.22,Unsatisfied
836,26,26.0,1,1.0,2.5,21,1,Next Day Air,Summer,Discount Driven,9.3,Unsatisfied
837,90,90.0,1,1.0,3.9,22,1,Store Pickup,Winter,Discount Driven,9.98,Satisfied
838,28,28.0,1,1.0,4.9,33,1,Express,Spring,Discount Driven,14.580000000000002,Satisfied
839,29,29.0,1,1.0,4.3,49,1,Express,Spring,Discount Driven,20.86,Satisfied
840,31,31.0,1,1.0,2.6,10,1,Free Shipping,Spring,Discount Driven,4.92,Unsatisfied
841,24,24.0,1,1.0,4.2,18,1,2-Day Shipping,Summer,Discount Driven,8.440000000000001,Satisfied
842,88,88.0,1,1.0,2.6,28,1,Store Pickup,Summer,Discount Driven,12.120000000000001,Unsatisfied
843,87,87.0,1,1.0,3.6,25,1,Express,Spring,Discount Driven,11.120000000000001,Satisfied
844,80,80.0,1,1.0,3.2,6,1,Express,Summer,Discount Driven,3.4400000000000004,Unsatisfied
845,48,48.0,1,1.0,4.4,44,1,Express,Winter,Discount Driven,18.88,Satisfied
846,21,21.0,1,1.0,3.7,30,1,Standard,Winter,Discount Driven,13.14,Satisfied
847,72,72.0,1,1.0,3.7,42,1,Express,Spring,Discount Driven,17.939999999999998,Satisfied
848,44,44.0,1,1.0,4.1,30,1,Standard,Fall,Discount Driven,13.22,Satisfied
849,73,73.0,1,1.0,3.6,33,1,Store Pickup,Fall,Discount Driven,14.320000000000002,Satisfied
850,61,61.0,1,1.0,4.3,24,1,Express,Spring,Discount Driven,10.860000000000001,Satisfied
851,20,20.0,1,1.0,2.6,13,1,Store Pickup,Winter,Discount Driven,6.120000000000001,Unsatisfied
852,86,86.0,1,1.0,2.9,19,1,Express,Summer,Discount Driven,8.58,Unsatisfied
853,60,60.0,1,1.0,4.2,23,1,Next Day Air,Spring,Discount Driven,10.440000000000001,Satisfied
854,43,43.0,1,1.0,4.0,35,1,Free Shipping,Winter,Discount Driven,15.200000000000001,Satisfied
855,44,44.0,1,1.0,4.3,22,1,Free Shipping,Spring,Discount Driven,10.06,Satisfied
856,76,76.0,1,1.0,3.0,14,1,2-Day Shipping,Spring,Discount Driven,6.600000000000001,Unsatisfied
857,33,33.0,1,1.0,3.5,47,1,Express,Summer,Discount Driven,19.9,Satisfied
858,60,60.0,1,1.0,3.0,50,1,Standard,Fall,Discount Driven,21.0,Unsatisfied
859,26,26.0,1,1.0,3.1,33,1,Free Shipping,Fall,Discount Driven,14.220000000000002,Unsatisfied
860,73,73.0,1,1.0,4.0,7,1,Next Day Air,Winter,Discount Driven,4.0,Satisfied
861,87,87.0,1,1.0,4.1,3,1,Standard,Spring,Discount Driven,2.42,Satisfied
862,100,100.0,1,1.0,,35,1,2-Day Shipping,Spring,Discount Driven,,Unsatisfied
863,84,84.0,1,1.0,4.9,13,1,Standard,Winter,Discount Driven,6.580000000000001,Satisfied
864,41,41.0,1,1.0,3.9,42,1,Standard,Summer,Discount Driven,17.98,Satisfied
865,59,59.0,1,1.0,3.9,5,1,Next Day Air,Winter,Discount Driven,3.1799999999999997,Satisfied
866,26,26.0,1,1.0,4.8,23,1,Store Pickup,Winter,Discount Driven,10.560000000000002,Satisfied
867,69,69.0,1,1.0,2.7,11,1,Free Shipping,Summer,Discount Driven,5.340000000000001,Unsatisfied
868,20,20.0,1,1.0,3.1,23,1,Free Shipping,Spring,Discount Driven,10.220000000000002,Unsatisfied
869,83,83.0,1,1.0,3.2,2,1,Next Day Air,Summer,Discount Driven,1.8400000000000003,Unsatisfied
870,54,54.0,1,1.0,2.7,33,1,2-Day Shipping,Spring,Discount Driven,14.14,Unsatisfied
871,66,66.0,1,1.0,2.5,6,1,Standard,Fall,Discount Driven,3.3000000000000003,Unsatisfied
872,42,42.0,1,1.0,2.6,45,1,Next Day Air,Spring,Discount Driven,18.919999999999998,Unsatisfied
873,33,33.0,1,1.0,2.9,25,1,Standard,Spring,Discount Driven,10.98,Unsatisfied
874,77,77.0,1,1.0,4.2,24,1,Free Shipping,Summer,Discount Driven,10.840000000000002,Satisfied
875,65,65.0,1,1.0,4.4,10,1,Free Shipping,Fall,Discount Driven,5.28,Satisfied
876,39,39.0,1,1.0,4.1,7,1,Free Shipping,Summer,Discount Driven,4.0200000000000005,Satisfied
877,51,51.0,1,1.0,3.8,1,1,2-Day Shipping,Summer,Discount Driven,1.56,Satisfied
878,65,65.0,1,1.0,4.9,45,1,Next Day Air,Winter,Discount Driven,19.38,Satisfied
879,89,89.0,1,1.0,4.9,37,1,Express,Summer,Discount Driven,16.18,Satisfied
880,76,76.0,1,1.0,4.1,14,1,Free Shipping,Spring,Discount Driven,6.820000000000001,Satisfied
881,75,75.0,1,1.0,3.1,25,1,Express,Spring,Discount Driven,11.02,Unsatisfied
882,61,61.0,1,1.0,2.7,18,1,Next Day Air,Summer,Discount Driven,8.14,Unsatisfied
883,35,35.0,1,1.0,3.8,37,1,Next Day Air,Fall,Discount Driven,15.96,Satisfied
884,37,37.0,1,1.0,4.3,30,1,Free Shipping,Fall,Discount Driven,13.26,Satisfied
885,91,91.0,1,1.0,4.1,34,1,Express,Winter,Discount Driven,14.820000000000002,Satisfied
886,99,99.0,1,1.0,4.4,49,1,Free Shipping,Fall,Discount Driven,20.88,Satisfied
887,54,54.0,1,1.0,3.6,48,1,Express,Summer,Discount Driven,20.32,Satisfied
888,47,47.0,1,1.0,3.3,33,1,2-Day Shipping,Winter,Discount Driven,14.260000000000002,Unsatisfied
889,77,77.0,1,1.0,,44,1,Express,Spring,Discount Driven,,Unsatisfied
890,84,84.0,1,1.0,2.8,50,1,Free Shipping,Fall,Discount Driven,20.959999999999997,Unsatisfied
891,51,51.0,1,1.0,4.3,47,1,2-Day Shipping,Spring,Discount Driven,20.06,Satisfied
892,26,26.0,1,1.0,3.9,24,1,Store Pickup,Summer,Discount Driven,10.780000000000001,Satisfied
893,64,64.0,1,1.0,2.7,43,1,Free Shipping,Summer,Discount Driven,18.139999999999997,Unsatisfied
894,51,51.0,1,1.0,4.7,14,1,Express,Spring,Discount Driven,6.940000000000001,Satisfied
895,60,60.0,1,1.0,3.8,3,1,Free Shipping,Spring,Discount Driven,2.3600000000000003,Satisfied
896,69,69.0,1,1.0,4.7,33,1,Next Day Air,Spring,Discount Driven,14.540000000000001,Satisfied
897,29,29.0,1,1.0,4.7,38,1,Express,Spring,Discount Driven,16.540000000000003,Satisfied
898,91,91.0,1,1.0,3.4,46,1,Express,Spring,Discount Driven,19.48,Unsatisfied
899,70,70.0,1,1.0,3.5,19,1,2-Day Shipping,Spring,Discount Driven,8.7,Satisfied
900,58,58.0,1,1.0,4.0,20,1,Standard,Summer,Discount Driven,9.200000000000001,Satisfied
901,98,98.0,1,1.0,3.3,42,1,Free Shipping,Fall,Discount Driven,17.86,Unsatisfied
902,68,68.0,1,1.0,4.7,34,1,2-Day Shipping,Summer,Discount Driven,14.940000000000001,Satisfied
903,44,44.0,1,1.0,2.8,5,1,Next Day Air,Summer,Discount Driven,2.96,Unsatisfied
904,45,45.0,1,1.0,3.3,3,1,Express,Winter,Discount Driven,2.2600000000000002,Unsatisfied
905,99,99.0,1,1.0,2.9,46,1,Free Shipping,Spring,Discount Driven,19.38,Unsatisfied
906,68,68.0,1,1.0,2.8,16,1,Standard,Spring,Discount Driven,7.36,Unsatisfied
907,56,56.0,1,1.0,4.2,21,1,Standard,Spring,Discount Driven,9.64,Satisfied
908,43,43.0,1,1.0,4.4,34,1,Express,Winter,Discount Driven,14.880000000000003,Satisfied
909,99,99.0,1,1.0,3.6,9,1,Free Shipping,Winter,Discount Driven,4.72,Satisfied
910,56,56.0,1,1.0,2.7,36,1,Express,Fall,Discount Driven,15.34,Unsatisfied
911,25,25.0,1,1.0,3.4,22,1,Express,Spring,Discount Driven,9.88,Unsatisfied
912,74,74.0,1,1.0,2.8,2,1,2-Day Shipping,Winter,Discount Driven,1.7600000000000002,Unsatisfied
913,56,56.0,1,1.0,3.4,32,1,Next Day Air,Winter,Discount Driven,13.88,Unsatisfied
914,47,47.0,1,1.0,2.6,29,1,Next Day Air,Fall,Discount Driven,12.520000000000001,Unsatisfied
915,67,67.0,1,1.0,4.1,27,1,Standard,Summer,Discount Driven,12.020000000000001,Satisfied
916,22,22.0,1,1.0,2.9,33,1,Store Pickup,Winter,Discount Driven,14.180000000000001,Unsatisfied
917,34,34.0,1,1.0,2.7,16,1,Standard,Spring,Discount Driven,7.340000000000001,Unsatisfied
918,64,64.0,1,1.0,3.7,11,1,Standard,Spring,Discount Driven,5.540000000000001,Satisfied
919,42,42.0,1,1.0,4.3,11,1,2-Day Shipping,Spring,Discount Driven,5.660000000000001,Satisfied
920,82,82.0,1,1.0,2.6,17,1,2-Day Shipping,Winter,Discount Driven,7.720000000000001,Unsatisfied
921,81,81.0,1,1.0,4.3,37,1,Free Shipping,Summer,Discount Driven,16.060000000000002,Satisfied
922,24,24.0,1,1.0,4.1,18,1,Express,Summer,Discount Driven,8.42,Satisfied
923,60,60.0,1,1.0,4.2,13,1,Standard,Fall,Discount Driven,6.44,Satisfied
924,24,24.0,1,1.0,4.2,7,1,2-Day Shipping,Spring,Discount Driven,4.04,Satisfied
925,78,78.0,1,1.0,3.1,37,1,Standard,Winter,Discount Driven,15.82,Unsatisfied
926,88,88.0,1,1.0,4.9,8,1,Express,Winter,Discount Driven,4.58,Satisfied
927,63,63.0,1,1.0,4.4,11,1,Express,Spring,Discount Driven,5.680000000000001,Satisfied
928,78,78.0,1,1.0,4.4,8,1,Standard,Summer,Discount Driven,4.48,Satisfied
929,37,37.0,1,1.0,3.4,31,1,Store Pickup,Winter,Discount Driven,13.48,Unsatisfied
930,94,94.0,1,1.0,4.5,26,1,2-Day Shipping,Fall,Discount Driven,11.700000000000001,Satisfied
931,78,78.0,1,1.0,4.5,20,1,Store Pickup,Fall,Discount Driven,9.3,Satisfied
932,36,36.0,1,1.0,4.1,24,1,Standard,Winter,Discount Driven,10.820000000000002,Satisfied
933,24,24.0,1,1.0,3.2,45,1,Standard,Winter,Discount Driven,19.04,Unsatisfied
934,84,84.0,1,1.0,2.7,33,1,Store Pickup,Spring,Discount Driven,14.14,Unsatisfied
935,47,47.0,1,1.0,3.7,21,1,Express,Spring,Discount Driven,9.540000000000001,Satisfied
936,51,51.0,1,1.0,2.6,2,1,Store Pickup,Fall,Discount Driven,1.7200000000000002,Unsatisfied
937,84,84.0,1,1.0,2.7,28,1,Free Shipping,Summer,Discount Driven,12.14,Unsatisfied
938,24,24.0,1,1.0,2.7,18,1,Express,Summer,Discount Driven,8.14,Unsatisfied
939,97,97.0,1,1.0,4.8,21,1,Free Shipping,Fall,Discount Driven,9.760000000000002,Satisfied
940,89,89.0,1,1.0,4.8,24,1,Next Day Air,Winter,Discount Driven,10.96,Satisfied
941,44,44.0,1,1.0,2.6,15,1,Store Pickup,Spring,Discount Driven,6.92,Unsatisfied
942,35,35.0,1,1.0,4.5,38,1,2-Day Shipping,Winter,Discount Driven,16.5,Satisfied
943,91,91.0,1,1.0,3.2,38,1,Express,Winter,Discount Driven,16.240000000000002,Unsatisfied
944,63,63.0,1,1.0,3.8,13,1,Next Day Air,Winter,Discount Driven,6.36,Satisfied
945,97,97.0,1,1.0,4.8,39,1,Express,Spring,Discount Driven,16.96,Satisfied
946,38,38.0,1,1.0,4.1,8,1,Store Pickup,Summer,Discount Driven,4.42,Satisfied
947,24,24.0,1,1.0,2.8,4,1,Next Day Air,Spring,Discount Driven,2.56,Unsatisfied
948,32,32.0,1,1.0,3.9,6,1,Store Pickup,Winter,Discount Driven,3.58,Satisfied
949,90,90.0,1,1.0,4.9,11,1,Express,Summer,Discount Driven,5.780000000000001,Satisfied
950,36,36.0,1,1.0,3.4,49,1,Standard,Summer,Discount Driven,20.68,Unsatisfied
951,37,37.0,1,1.0,4.1,30,1,Free Shipping,Winter,Discount Driven,13.22,Satisfied
952,51,51.0,1,1.0,2.9,34,1,Express,Summer,Discount Driven,14.580000000000002,Unsatisfied
953,71,71.0,1,1.0,3.1,28,1,2-Day Shipping,Fall,Discount Driven,12.220000000000002,Unsatisfied
954,50,50.0,1,1.0,3.6,36,1,2-Day Shipping,Spring,Discount Driven,15.520000000000001,Satisfied
955,74,74.0,1,1.0,3.5,18,1,Standard,Fall,Discount Driven,8.3,Satisfied
956,75,75.0,1,1.0,3.4,4,1,Free Shipping,Summer,Discount Driven,2.68,Unsatisfied
957,99,99.0,1,1.0,2.9,42,1,2-Day Shipping,Spring,Discount Driven,17.779999999999998,Unsatisfied
958,23,23.0,1,1.0,4.7,11,1,Store Pickup,Spring,Discount Driven,5.740000000000001,Satisfied
959,53,53.0,1,1.0,4.4,31,1,Free Shipping,Winter,Discount Driven,13.680000000000001,Satisfied
960,99,99.0,1,1.0,2.6,12,1,Standard,Spring,Discount Driven,5.720000000000001,Unsatisfied
961,48,48.0,1,1.0,4.4,20,1,Standard,Spring,Discount Driven,9.280000000000001,Satisfied
962,72,72.0,1,1.0,3.7,37,1,Next Day Air,Fall,Discount Driven,15.940000000000001,Satisfied
963,64,64.0,1,1.0,4.4,26,1,Standard,Spring,Discount Driven,11.680000000000001,Satisfied
964,63,63.0,1,1.0,2.5,14,1,2-Day Shipping,Spring,Discount Driven,6.500000000000001,Unsatisfied
965,51,51.0,1,1.0,2.6,12,1,Next Day Air,Spring,Discount Driven,5.720000000000001,Unsatisfied
966,55,55.0,1,1.0,5.0,10,1,Store Pickup,Spring,Discount Driven,5.4,Satisfied
967,55,55.0,1,1.0,4.9,19,1,Express,Spring,Discount Driven,8.98,Satisfied
968,26,26.0,1,1.0,3.7,4,1,Store Pickup,Summer,Discount Driven,2.74,Satisfied
969,67,67.0,1,1.0,3.1,48,1,Next Day Air,Summer,Discount Driven,20.220000000000002,Unsatisfied
970,31,31.0,1,1.0,3.2,37,1,Express,Fall,Discount Driven,15.840000000000002,Unsatisfied
971,66,66.0,1,1.0,4.4,4,1,Free Shipping,Winter,Discount Driven,2.88,Satisfied
972,67,67.0,1,1.0,4.3,15,1,Next Day Air,Summer,Discount Driven,7.260000000000001,Satisfied
973,61,61.0,1,1.0,3.0,33,1,Standard,Winter,Discount Driven,14.200000000000001,Unsatisfied
974,75,75.0,1,1.0,3.5,30,1,2-Day Shipping,Fall,Discount Driven,13.1,Satisfied
975,90,90.0,1,1.0,3.6,23,1,2-Day Shipping,Spring,Discount Driven,10.320000000000002,Satisfied
976,40,40.0,1,1.0,3.8,2,1,2-Day Shipping,Summer,Discount Driven,1.9600000000000002,Satisfied
977,90,90.0,1,1.0,3.6,50,1,Express,Fall,Discount Driven,21.119999999999997,Satisfied
978,20,20.0,1,1.0,4.6,34,1,Express,Spring,Discount Driven,14.920000000000002,Satisfied
979,40,40.0,1,1.0,2.5,33,1,Standard,Summer,Discount Driven,14.100000000000001,Unsatisfied
980,33,33.0,1,1.0,3.5,34,1,Store Pickup,Fall,Discount Driven,14.700000000000001,Satisfied
981,98,98.0,1,1.0,4.0,39,1,Free Shipping,Spring,Discount Driven,16.8,Satisfied
982,42,42.0,1,1.0,3.5,47,1,Next Day Air,Spring,Discount Driven,19.9,Satisfied
983,62,62.0,1,1.0,3.2,37,1,Standard,Summer,Discount Driven,15.840000000000002,Unsatisfied
984,45,45.0,1,1.0,3.5,40,1,Free Shipping,Winter,Discount Driven,17.099999999999998,Satisfied
985,78,78.0,1,1.0,3.4,8,1,Free Shipping,Summer,Discount Driven,4.28,Unsatisfied
986,80,80.0,1,1.0,5.0,12,1,Express,Fall,Discount Driven,6.200000000000001,Satisfied
987,96,96.0,1,1.0,4.5,36,1,Store Pickup,Spring,Discount Driven,15.700000000000001,Satisfied
988,47,47.0,1,1.0,2.8,48,1,Express,Summer,Discount Driven,20.16,Unsatisfied
989,84,84.0,1,1.0,4.9,47,1,2-Day Shipping,Winter,Discount Driven,20.18,Satisfied
990,31,31.0,1,1.0,3.1,2,1,Store Pickup,Spring,Discount Driven,1.8200000000000003,Unsatisfied
991,63,63.0,1,1.0,4.8,24,1,Store Pickup,Spring,Discount Driven,10.96,Satisfied
992,97,97.0,1,1.0,2.7,40,1,Standard,Spring,Discount Driven,16.939999999999998,Unsatisfied
993,99,99.0,1,1.0,4.6,50,1,Express,Winter,Discount Driven,21.32,Satisfied
994,90,90.0,1,1.0,4.4,25,1,Store Pickup,Winter,Discount Driven,11.280000000000001,Satisfied
995,68,68.0,1,1.0,3.2,20,1,Express,Fall,Discount Driven,9.040000000000001,Unsatisfied
996,80,80.0,1,1.0,3.0,10,1,2-Day Shipping,Spring,Discount Driven,5.0,Unsatisfied
997,91,91.0,1,1.0,4.9,32,1,Standard,Summer,Discount Driven,14.180000000000001,Satisfied
998,30,30.0,1,1.0,3.6,31,1,Express,Spring,Discount Driven,13.520000000000001,Satisfied
999,90,90.0,1,1.0,3.8,48,1,Next Day Air,Spring,Discount Driven,20.360000000000003,Satisfied
1000,28,28.0,1,1.0,2.9,23,1,Standard,Spring,Discount Driven,10.180000000000001,Unsatisfied
1001,46,46.0,1,1.0,3.9,1,1,Express,Winter,Discount Driven,1.58,Satisfied
1002,60,60.0,1,1.0,3.6,4,1,Standard,Fall,Discount Driven,2.72,Satisfied
1003,59,59.0,1,1.0,3.5,3,1,Store Pickup,Spring,Discount Driven,2.3000000000000003,Satisfied
1004,68,68.0,1,1.0,4.0,3,1,Store Pickup,Fall,Discount Driven,2.4000000000000004,Satisfied
1005,79,79.0,1,1.0,4.8,44,1,2-Day Shipping,Summer,Discount Driven,18.96,Satisfied
1006,94,94.0,1,1.0,3.9,5,1,Store Pickup,Winter,Discount Driven,3.1799999999999997,Satisfied
1007,83,83.0,1,1.0,4.5,50,1,Next Day Air,Summer,Discount Driven,21.299999999999997,Satisfied
1008,62,62.0,1,1.0,4.8,2,1,Standard,Spring,Discount Driven,2.16,Satisfied
1009,85,85.0,1,1.0,2.6,29,1,Store Pickup,Spring,Discount Driven,12.520000000000001,Unsatisfied
1010,30,30.0,1,1.0,3.1,11,1,Express,Summer,Discount Driven,5.420000000000001,Unsatisfied
1011,24,24.0,1,1.0,4.7,37,1,2-Day Shipping,Spring,Discount Driven,16.14,Satisfied
1012,25,25.0,1,1.0,2.9,32,1,Next Day Air,Spring,Discount Driven,13.780000000000001,Unsatisfied
1013,37,37.0,1,1.0,3.8,27,1,Express,Summer,Discount Driven,11.96,Satisfied
1014,69,69.0,1,1.0,3.8,31,1,2-Day Shipping,Summer,Discount Driven,13.56,Satisfied
1015,97,97.0,1,1.0,3.0,36,1,Standard,Summer,Discount Driven,15.4,Unsatisfied
1016,24,24.0,1,1.0,4.1,34,1,Standard,Summer,Discount Driven,14.820000000000002,Satisfied
